,OBJECTID,TRACT,GEOID,Total Population,Total Pop of 1 Race,Pop of 1 race: White,Pop of 1 race: Black,Pop of 1 race: American Indian Alaskan,Pop of 1 race: Asian,Pop of 1 race: Native Hawaiian Pacific Islander,Pop of 1 race: Other Race,Pop 2 or more races: Black and,Pop 2 or more races: American Indian Alaskan and,Pop 2 or more races: Asian and,Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Hispanic Population,Total Non-Minority Population (White Not Hispanic),Not Hispanic Pop of 1 race: Black,Not Hispanic Pop of 1 race: American Indian Alaskan,Not Hispanic Pop of 1 race: Asian,Not Hispanic Pop of 1 race: Native Hawaiian Pacific Islander,Not Hispanic Pop of 1 race: Other Race,Not Hispanic Pop 2 or more races: Black and,Not Hispanic Pop 2 or more races: American Indian Alaskan and,Not Hispanic Pop 2 or more races: Asian and,Not Hispanic Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Pop 18+,18+ Pop 1 race: White,18+ Pop 1 race: Black,18+ Pop 1 race: American Indian Alaskan,18+ Pop 1 race: Asian,18+ Pop 1 race: Native Hawaiian Pacific Islander,18+ Pop 1 race: Other race,18+ Pop 2 or more races: Black and,18+ Pop 2 or more races: American Indian Alaskan and,18+ Pop 2 or more races: Asian and,18+ Pop 2 or more races: Native Hawaiian Pacific Islander,Hispanic 18+ Pop,Non-Minority 18+ Pop (White Non-Hispanic),Not Hispanic 18+ Pop 1 race: Black,Not Hispanic 18+ Pop 1 race: American Indian Alaskan,Not Hispanic 18+ Pop 1 race: Asian,Not Hispanic 18+ Pop 1 race: Native Hawaiian Pacific Islander,Not Hispanic 18+ Pop 1 race: Other race,Not Hispanic 18+ Pop 2 or more races: Black and,Not Hispanic 18+ Pop 2 or more races: American Indian Alaskan and,Not Hispanic 18+ Pop 2 or more races: Asian and,Not Hispanic 18+ Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Housing Units,Occupied Housing Units,Vacant Housing Units,ACRES,SQ_MILES,Shape_Length,Shape_Area,FAGI_TOTAL_2010,FAGI_MEDIAN_2010,FAGI_TOTAL_2013,FAGI_MEDIAN_2013,FAGI_TOTAL_2011,FAGI_MEDIAN_2011,FAGI_TOTAL_2012,FAGI_MEDIAN_2012,FAGI_TOTAL_2014,FAGI_MEDIAN_2014,FAGI_TOTAL_2015,FAGI_MEDIAN_2015,NEIGHBORHOODCLUSTER,POPDENSITY,INCOME_LEVEL_2010,INCOME_LEVEL_2015
102,103,102.0,11001010200,2324,2208,1132,918,8,118,1,31,78,37,28,1,138,1057,900,5,118,1,8,64,30,27,1,2193,1097,857,8,111,1,31,58,35,20,1,128,1029,839,5,111,1,8,47,30,19,1,1654,1465,189,342.52280123,0.53519188,5083.27201049632,1386140.60622477,87260141.0,60379.5,103762693.0,62109.0,103406574.0,61275.0,111525170.0,63261.5,109619741.0,62140.0,135720406.0,67011.0,9,4342.367825162071,MID_INCOME,MID_HIGH_INCOME
103,104,103.0,11001010300,3187,3057,725,1915,36,67,3,311,68,37,27,9,527,606,1872,17,66,3,14,61,25,25,3,2677,655,1623,31,62,3,216,53,29,13,8,384,559,1589,17,61,3,7,47,20,12,3,1306,1173,133,268.32577311,0.41925902,5400.81030425883,1085875.88465221,67033876.8,35106.5,76672409.0,36564.5,70736519.0,35263.0,75275047.0,35107.0,80323393.0,36951.0,86842954.0,36933.0,16,7601.506104746417,MID_INCOME,MID_INCOME
104,105,104.0,11001010400,4365,4281,129,4115,9,12,1,15,75,43,19,4,85,105,4082,7,12,1,0,67,41,17,3,3362,114,3157,7,10,1,13,55,33,9,4,64,98,3133,5,10,1,0,48,31,8,3,1828,1528,300,670.38691157,1.04747956,7779.6721858508,2712959.59467214,41916212.0,26314.0,45848533.0,24753.0,44255870.0,25687.0,46502276.0,26338.0,47671783.0,25165.5,50092794.0,25363.0,39,4167.145753183003,LOW_INCOME,LOW_INCOME
105,106,75.03,11001007503,2425,2388,39,2319,8,6,0,16,34,14,4,4,37,37,2308,2,6,0,3,30,14,4,4,1641,39,1561,5,5,0,13,16,12,1,3,22,37,1555,2,5,0,3,16,12,1,3,1000,857,143,123.49271125,0.19295736,2859.5298405734,499757.274593085,26718856.0,24918.0,29135292.0,23253.0,28871602.0,24616.5,28340224.0,22439.5,30892418.0,22427.0,34675207.0,23658.0,28,12567.54341995558,LOW_INCOME,LOW_INCOME
106,107,75.04,11001007504,2451,2406,25,2370,5,4,0,2,45,18,6,0,6,24,2370,5,4,0,0,42,17,6,0,1652,22,1589,3,4,0,2,32,12,4,0,6,21,1589,3,4,0,0,29,11,4,0,1215,1007,208,196.82961741,0.30754628,4403.70024115352,796541.20604348,22978274.0,22252.0,28493704.0,20654.0,25984323.0,21037.0,27086707.0,19965.0,29579990.0,21006.5,31827145.0,22229.5,28,7969.532260315423,LOW_INCOME,LOW_INCOME
107,108,19.02,11001001902,1969,1891,237,1537,2,24,0,91,68,29,10,0,179,177,1525,0,24,0,5,52,23,10,0,1625,201,1284,2,24,0,61,45,23,4,0,126,161,1275,0,24,0,3,31,18,4,0,861,807,54,219.46957607,0.34292122,3998.1720279716205,888161.8687276071,58668759.0,46399.0,60643912.0,46000.5,59659989.0,47090.0,61493116.0,49240.0,67370032.0,49598.0,71508164.0,51168.0,17,5741.84356395326,MID_INCOME,MID_INCOME
108,109,20.01,11001002001,2340,2244,598,1172,10,61,4,399,69,26,16,2,629,441,1138,6,58,4,10,43,20,11,1,1897,503,980,7,48,4,288,52,22,5,2,470,384,951,3,46,4,1,34,18,2,1,1026,915,111,156.38148739,0.24434608,4208.850576981579,632853.430341176,74238446.0,32239.0,77796183.0,32255.0,72835604.0,33930.5,89402790.0,33028.0,89897212.0,31824.0,94288662.0,34251.0,18,9576.580888876957,MID_INCOME,MID_INCOME
109,110,20.02,11001002002,3813,3611,778,2297,14,54,9,459,106,31,30,55,794,577,2247,9,53,2,36,75,25,29,11,2994,624,1869,12,48,9,303,69,26,14,39,541,487,1829,9,47,2,15,55,20,13,11,1436,1334,102,209.83484706,0.32786695,4418.371750955271,849171.50349221,99551003.0,34078.0,111106825.0,34515.0,103023441.0,32810.0,116228210.0,33151.0,127883153.0,38577.0,137968594.0,39738.5,18,11629.717481435686,MID_INCOME,MID_INCOME
110,111,21.01,11001002101,5309,5075,675,3301,34,99,9,957,128,47,26,6,1651,260,3203,13,95,1,6,72,36,17,4,4155,536,2685,24,77,6,658,88,33,17,6,1152,239,2619,7,74,1,2,54,25,12,4,2183,1983,200,148.52620714,0.23207220000000003,3187.2880507906398,601064.2388130911,94312486.76,26813.0,111940633.0,28176.5,100905873.0,27449.5,107570821.0,27870.5,112888946.0,29257.0,126189873.0,30443.0,18,22876.50136466151,LOW_INCOME,MID_INCOME
111,112,21.02,11001002102,4648,4523,398,3583,15,27,0,500,110,47,15,3,724,278,3512,12,27,0,13,76,37,8,3,3652,334,2881,7,23,0,322,73,35,12,3,476,252,2834,6,23,0,4,51,28,7,3,2173,1900,273,179.36485752,0.28025759,3547.7535426216705,725863.829931322,92766959.97,32803.0,113649527.0,33861.5,103545279.0,33094.0,107590365.0,34640.0,119845798.0,36433.5,130031411.0,38248.0,18,16584.74262909347,MID_INCOME,MID_INCOME
112,113,22.01,11001002201,3442,3354,432,2331,12,55,0,524,59,22,10,3,823,227,2281,4,55,0,10,36,20,8,2,2724,354,1903,9,47,0,352,38,18,6,3,569,198,1869,4,47,0,4,29,16,4,2,1186,1110,76,102.58051588,0.16028206,2575.69824621092,415128.621962459,70400837.0,30903.0,85149168.0,32313.0,75036081.0,31369.5,79524709.0,31352.5,91456684.98,36545.0,100975796.0,38447.0,17,21474.6428889172,MID_INCOME,MID_INCOME
113,114,22.02,11001002202,3087,2946,285,2177,26,28,1,429,105,34,19,19,648,174,2130,10,28,0,4,81,22,18,19,2440,232,1761,18,28,1,308,74,28,12,18,448,160,1727,9,28,0,4,56,17,11,18,1434,1272,162,171.85117555,0.26851746,3340.61329168123,695457.037597032,53733218.0,29485.5,65242968.0,29500.0,59185960.0,31222.0,64348461.0,30895.0,68791897.0,31094.0,76191464.0,34486.0,19,11496.459112938132,LOW_INCOME,MID_INCOME
114,115,93.02,11001009302,1189,1142,221,835,11,20,0,55,37,19,5,4,125,178,821,4,20,0,0,34,18,5,4,958,198,664,7,14,0,42,26,17,2,4,97,162,654,3,14,0,0,24,16,2,4,545,460,85,99.66119489,0.15572062,2780.1365050494,403314.54901526397,29300075.0,38413.0,32262752.0,38884.0,30980311.0,39454.0,31339082.0,40970.5,35745645.0,40877.0,38583475.0,40697.5,22,7635.469214032156,MID_INCOME,MID_INCOME
115,116,23.01,11001002301,2974,2899,474,2137,20,37,2,229,44,15,12,18,402,371,2113,7,37,0,5,29,15,11,1,2398,416,1728,13,28,2,156,28,14,10,15,285,337,1710,6,28,0,4,18,14,9,1,1168,1069,99,101.94811585,0.15929393,2865.3912446982104,412569.38984418794,66417176.0,37400.0,84654482.0,37194.5,74796443.0,36275.0,78771314.0,37362.0,98291254.0,41551.0,104003314.0,43663.0,18,18669.88905352514,MID_INCOME,MID_INCOME
116,117,23.02,11001002302,2036,1983,1022,870,10,60,0,21,40,19,13,7,84,978,860,10,60,0,2,31,18,13,3,1915,1004,778,10,58,0,19,34,19,11,7,68,968,772,10,58,0,2,27,18,10,3,1573,1216,357,497.9453067,0.77803955,5876.13667254679,2015113.17440509,26615661.0,30605.0,31103989.0,37487.0,29334569.0,33921.0,31213085.0,35344.0,28685547.0,39185.0,33413912.0,44461.0,21,2616.8335529986875,MID_INCOME,MID_INCOME
117,118,24.0,11001002400,3618,3524,793,2293,15,60,1,362,54,31,18,4,685,560,2240,5,60,1,8,39,26,16,3,2951,696,1864,11,54,1,247,46,30,12,4,494,517,1827,5,54,1,5,33,24,11,3,1384,1275,109,137.46596722,0.21479058,3265.93471510346,556305.035604766,80149660.0,36059.0,106668159.0,38006.0,91479505.0,35654.0,103751959.0,37713.5,112743138.0,42453.0,129540107.0,44564.5,18,16844.314122155636,MID_INCOME,MID_INCOME
118,119,25.01,11001002501,2554,2439,613,1432,11,25,4,354,50,26,19,32,589,463,1398,7,25,1,14,44,24,16,2,2092,514,1220,11,22,3,240,35,22,10,25,430,395,1191,7,22,1,8,30,20,9,2,1042,1004,38,134.27921226,0.20981127,3106.1477969181606,543408.6957399871,63870734.0,31549.0,74481381.0,31627.5,69649528.0,29087.5,75809953.0,31390.0,79878737.0,34334.0,87120014.0,35144.0,18,12172.844671308649,MID_INCOME,MID_INCOME
119,120,25.02,11001002502,5973,5514,1493,2496,39,91,5,1390,116,47,60,175,2532,837,2363,13,90,5,28,72,28,47,2,4826,1281,2079,28,83,4,1003,83,43,41,131,1876,778,1985,7,82,4,19,51,26,33,2,2415,2151,264,149.36200544,0.23337814,3238.9066709474896,604446.59456458,116055853.0,26090.0,156512610.0,32326.0,135667766.0,28524.0,149546963.97,30983.0,153589572.0,34494.0,184029268.0,37513.0,18,25593.656715234767,LOW_INCOME,MID_INCOME
120,121,26.0,11001002600,2166,2074,916,1026,6,67,0,59,66,23,23,2,149,842,1017,6,67,0,12,57,16,22,2,1816,782,867,6,55,0,45,45,20,12,2,117,723,858,6,55,0,9,40,16,11,2,1001,947,54,547.64843262,0.85570068,9204.26939925433,2216254.58992257,134692240.0,78044.0,120160981.0,74993.5,137593664.0,78133.0,150712513.0,79794.0,164390717.0,82203.0,170973446.0,81819.0,18,2531.2589444243517,MID_HIGH_INCOME,MID_HIGH_INCOME
121,122,27.01,11001002701,5233,4989,2828,1281,29,276,2,573,124,56,88,12,1269,2267,1236,16,267,2,18,86,33,73,7,4623,2548,1169,24,250,2,444,99,53,60,11,1004,2092,1128,15,243,2,17,70,30,51,7,2845,2655,190,111.26390688,0.17384986,3377.59081085591,450269.058831022,137493357.0,35394.5,184313228.0,42690.0,169063427.0,39237.0,178818098.7,41223.5,175143270.64,43441.0,226192119.8,47231.0,2,30100.685729629004,MID_INCOME,MID_INCOME
122,123,76.01,11001007601,4355,4285,140,4109,7,21,0,8,64,31,12,2,61,124,4075,6,21,0,4,59,28,11,2,3411,132,3200,7,18,0,6,42,26,8,2,48,118,3175,6,18,0,2,39,24,7,2,2196,1855,341,312.10958149,0.48767122,4733.02679083879,1263062.671833,65787519.0,28653.0,72209610.0,29757.0,67410946.0,28397.0,72573691.0,29717.0,76798005.0,30483.5,82541867.0,30846.0,34,8930.196865010816,LOW_INCOME,MID_INCOME
123,124,76.03,11001007603,4044,3961,244,3645,26,19,1,26,76,39,4,3,89,224,3613,23,19,0,1,72,38,4,2,3331,221,2990,19,15,1,20,59,27,4,3,72,205,2964,17,15,0,1,55,26,4,2,2328,2121,207,303.08192102,0.4735655,4994.72336794118,1226529.02588878,95985961.0,42744.0,96251269.0,41564.0,96420454.0,41551.0,100710493.0,41409.0,100775617.0,41528.5,106625544.0,42402.0,35,8539.473420255488,MID_INCOME,MID_INCOME
124,125,76.04,11001007604,3644,3594,148,3411,10,10,1,14,45,22,9,0,59,127,3387,9,10,1,4,43,21,8,0,2982,134,2779,9,10,1,10,36,18,7,0,45,115,2763,9,10,1,3,34,17,6,0,1931,1750,181,338.15673863,0.52836991,5427.17605687713,1368471.77761395,77030053.0,35693.5,80847329.0,36500.5,77577041.0,34254.5,82552503.0,36143.0,87515989.0,36633.0,94079938.0,38093.5,35,6896.683423929269,MID_INCOME,MID_INCOME
125,126,76.05,11001007605,3447,3380,47,3292,16,11,0,14,62,29,11,2,43,37,3278,15,11,0,5,57,29,11,2,2763,43,2635,13,10,0,12,45,26,7,2,30,37,2623,13,10,0,4,45,26,7,2,1804,1581,223,112.12369862,0.17519328,3672.99917018877,453748.512541281,53319053.0,31064.0,56942326.0,29971.0,55599933.0,30825.5,56534733.0,30292.0,59581383.0,31643.0,61946654.0,31588.5,34,19675.412207591522,MID_INCOME,MID_INCOME
126,127,77.03,11001007703,5187,5105,53,4924,10,5,1,112,72,47,7,2,186,29,4886,9,5,1,5,63,39,5,2,3665,44,3476,8,3,1,82,42,32,5,2,140,24,3446,8,3,1,4,37,24,3,2,2338,2103,235,249.88048553,0.39043826,4509.84828099638,1011230.45369159,62080786.0,26835.0,66007045.0,24882.0,65408275.0,25046.5,65645025.0,25153.0,71794022.0,26023.5,76945859.0,26266.0,32,13285.070986639475,LOW_INCOME,LOW_INCOME
127,128,77.07,11001007707,3867,3828,42,3740,12,1,0,33,37,19,2,1,64,42,3712,11,1,0,4,32,18,2,1,2841,38,2742,10,1,0,22,26,16,1,0,39,38,2728,9,1,0,3,22,15,1,0,1721,1555,166,208.25644896,0.3254007,4424.68214418747,842783.952986726,58126835.3,31164.0,61842067.0,28427.5,57877113.0,29008.0,62097139.0,28629.0,64147480.0,30013.0,66746843.0,29422.5,33,11883.80971522188,MID_INCOME,LOW_INCOME
128,129,77.08,11001007708,2486,2438,11,2416,2,1,2,6,44,24,7,3,35,9,2395,2,1,2,1,41,23,6,2,1837,9,1782,2,1,2,4,34,18,6,3,24,9,1767,2,1,2,0,32,17,5,2,1262,1084,178,211.60107090000002,0.33062668,4293.39391406005,856319.157832923,30562571.0,26240.0,34921404.0,25245.0,31748410.0,25109.5,33241592.0,24441.0,33292010.0,25265.0,34745840.0,25783.0,32,7519.054421137459,LOW_INCOME,LOW_INCOME
129,130,77.09,11001007709,2007,1972,38,1896,8,3,0,27,32,19,6,0,47,29,1884,7,3,0,8,29,16,6,0,1599,34,1513,7,3,0,19,21,14,2,0,30,28,1505,6,3,0,7,20,12,2,0,1144,979,165,228.47142583,0.35698661,4638.99701176038,924591.06243485,28571370.0,29896.0,30343665.0,30352.0,28310642.0,27863.5,31742090.0,28828.0,33881022.0,28981.0,34779735.0,28775.0,34,5622.059606101193,LOW_INCOME,LOW_INCOME
130,131,78.03,11001007803,3293,3244,36,3126,15,8,0,59,40,20,10,5,103,22,3102,15,8,0,6,35,19,6,4,2543,32,2404,12,7,0,45,35,18,6,5,75,22,2387,12,7,0,6,32,17,4,4,1652,1438,214,247.75835165,0.38712243,4553.269282785071,1002642.48252286,47573443.6,29997.0,52825855.0,27686.0,48905994.0,27744.5,49369713.0,27604.0,57963981.0,28576.0,61989776.0,29393.5,30,8506.352886863207,LOW_INCOME,LOW_INCOME
131,132,78.04,11001007804,3446,3366,24,3289,4,4,0,45,72,44,19,5,69,18,3277,4,4,0,5,63,42,19,5,2432,19,2323,4,4,0,28,47,27,12,5,42,16,2315,4,4,0,4,42,25,12,5,1378,1212,166,209.50982532,0.3273591,4574.8029096347,847856.1871740379,37285095.0,27108.0,42241373.0,24947.0,36383082.0,24256.5,40137177.0,24418.0,43080974.0,25264.0,45942286.0,25868.0,31,10526.666281768248,LOW_INCOME,LOW_INCOME
132,133,78.06,11001007806,2347,2319,35,2247,13,3,1,20,27,21,0,7,75,22,2208,12,3,0,0,27,20,0,7,1797,30,1723,10,3,1,12,17,14,0,1,51,22,1695,9,3,0,0,17,13,0,1,1102,964,138,170.22681091,0.26597939,4130.20713420573,688883.467072914,32232385.0,29933.0,35524039.0,27394.0,32201366.0,28847.0,35415431.0,29425.5,37422570.0,30052.0,42317490.0,30296.5,31,8823.991964189407,LOW_INCOME,MID_INCOME
133,134,27.02,11001002702,5226,5006,3439,699,48,205,1,614,65,38,58,14,1303,2924,652,15,202,0,24,43,21,52,11,4578,3057,635,37,185,1,494,46,32,44,12,1076,2620,591,11,183,0,15,32,18,39,9,2565,2311,254,124.92452393,0.19519457,3697.6278047690203,505551.614962995,198770793.0,43840.5,223639542.0,48746.5,216772349.0,45791.0,238216199.0,47500.0,232110688.0,47399.0,270883128.0,50917.0,2,26773.28575277478,MID_INCOME,MID_INCOME
134,135,28.01,11001002801,3773,3602,1241,1359,23,155,1,823,69,40,41,5,1382,817,1321,11,151,0,12,44,24,31,5,3145,1128,1088,16,129,1,641,53,30,38,4,1090,792,1058,6,125,0,10,32,18,28,4,1820,1646,174,42.47578244,0.06636841,1725.3228413476902,171893.394000542,65733402.0,23606.0,94212705.0,28873.0,83898374.0,26426.0,90893505.0,28629.0,80041474.0,28917.0,97260309.0,33796.0,2,56849.3353991756,LOW_INCOME,MID_INCOME
135,136,96.03,11001009603,3373,3305,25,3236,10,7,1,26,53,35,17,4,62,17,3220,9,7,1,3,47,32,13,2,2646,22,2545,6,5,1,17,38,24,15,4,39,17,2536,5,5,1,2,34,22,11,2,1750,1588,162,157.96184789,0.24681539,3866.0675159500397,639248.922423749,50548063.0,29854.0,54782066.0,29205.0,51432289.0,28037.5,52174930.0,28187.0,55087454.94,27981.0,58282104.0,29140.0,32,13666.084598695406,LOW_INCOME,LOW_INCOME
136,137,96.04,11001009604,1962,1925,31,1865,4,1,0,24,27,13,5,8,55,22,1859,1,1,0,0,21,12,4,3,1592,28,1514,2,1,0,16,22,13,4,8,39,21,1509,1,1,0,0,18,12,3,3,998,927,71,135.54525647,0.21178946,3139.24587373591,548532.194925361,39320298.0,34892.0,42571608.0,36056.5,37671884.0,33177.0,38840511.0,34782.5,41657348.0,35693.0,42752988.0,35403.0,32,9263.917099557268,MID_INCOME,MID_INCOME
137,138,97.0,11001009700,3177,3141,20,3098,6,4,5,8,34,17,3,3,32,13,3086,6,3,5,0,32,16,3,3,2256,16,2196,5,4,1,5,27,15,1,2,22,13,2187,5,3,1,0,25,14,1,2,1307,1179,128,101.31491244,0.15830455,3393.2790766648804,410006.90652181604,37230924.0,28163.5,41269716.0,27242.0,39880533.0,28285.0,40335605.0,26811.0,41436665.8,27024.0,42553067.0,28849.0,39,20068.911474749148,LOW_INCOME,LOW_INCOME
138,139,98.01,11001009801,1575,1554,16,1526,3,5,0,4,21,7,1,0,26,11,1512,3,5,0,2,16,7,1,0,1100,15,1058,3,5,0,4,15,6,1,0,14,10,1053,3,5,0,2,13,6,1,0,766,677,89,110.83911047,0.17318611,3275.8220307938395,448549.968715114,16467492.0,24531.5,19048407.0,25883.5,19081986.0,27074.5,18248824.0,25989.0,17778638.57,23323.5,19288881.0,24214.0,39,9094.262813570904,LOW_INCOME,LOW_INCOME
139,140,98.02,11001009802,1693,1678,11,1665,1,0,0,1,12,3,1,2,27,10,1643,1,0,0,1,11,3,1,2,1136,10,1111,1,0,0,1,10,3,1,2,13,9,1103,1,0,0,1,9,3,1,2,848,677,171,49.60026818,0.07750042,2124.24389586436,200725.16501653398,15926462.0,24440.0,18186608.0,23629.0,15540000.0,24559.0,16598367.0,23436.0,15661896.0,21843.5,17489336.0,21172.0,39,21845.042904283615,LOW_INCOME,LOW_INCOME
140,141,78.07,11001007807,2139,2108,18,2053,2,5,0,30,30,9,8,0,49,9,2043,2,5,0,4,26,9,7,0,1593,13,1537,1,5,0,18,18,8,2,0,29,9,1531,1,5,0,1,16,8,2,0,906,810,96,129.42213941,0.20222209,3369.64089324018,523752.819176796,26964218.0,27911.5,29022672.0,25588.0,27172275.0,26950.5,29864189.0,26722.0,31685807.0,25848.0,32933216.0,27008.0,31,10577.479443516779,LOW_INCOME,LOW_INCOME
141,142,78.08,11001007808,3646,3592,34,3489,10,9,0,50,53,38,4,0,77,29,3470,8,9,0,12,40,33,3,0,2544,28,2431,9,5,0,33,37,26,2,0,51,24,2417,7,5,0,11,28,23,2,0,1598,1352,246,234.83680529,0.36693251,4159.12160667835,950350.839345495,44146628.79,27911.0,47655483.0,24266.0,44039061.0,26488.0,45848749.0,25835.0,51644760.0,26059.5,55871889.0,27844.5,31,9936.432179312756,LOW_INCOME,LOW_INCOME
142,143,87.01,11001008701,2407,2360,384,1888,4,38,3,43,34,15,16,0,114,356,1856,3,38,2,3,28,10,16,0,1978,357,1513,4,29,3,39,25,12,10,0,96,332,1491,3,29,2,2,19,7,10,0,972,873,99,95.00421447,0.14844409,2699.84992868344,384468.417754861,48565203.0,34711.0,70853972.0,37790.0,57403391.0,35334.0,65364292.0,38164.0,74587120.0,41781.0,86810333.0,44960.0,21,16214.859075898541,MID_INCOME,MID_INCOME
143,144,87.02,11001008702,1599,1557,221,1280,6,16,1,33,39,13,6,2,103,182,1265,6,13,1,1,27,9,6,2,1325,195,1055,6,16,1,20,30,11,5,0,72,167,1044,6,13,1,0,21,8,5,0,902,713,189,117.22381608,0.18316221,3710.8128911494,474387.95575955,28412101.0,32251.0,59322798.0,41675.0,30878869.0,32047.0,43104817.0,38477.5,74934828.0,47601.0,159109427.0,53754.0,21,8729.966732766547,MID_INCOME,MID_INCOME
144,145,88.02,11001008802,4119,4030,308,3607,29,35,4,47,68,36,15,6,172,268,3555,16,35,4,1,61,24,12,6,3301,274,2873,22,32,1,37,45,27,10,6,129,240,2840,10,32,1,1,41,18,8,6,1999,1746,253,116.56975915,0.18214025,2848.5799209288502,471741.08125541295,62141902.81,28875.5,80440359.0,31959.5,68412661.0,29125.0,73584575.0,29903.0,86766327.42,35199.0,99751561.0,38882.5,23,22614.441343964336,LOW_INCOME,MID_INCOME
145,146,88.03,11001008803,2037,1958,694,1143,9,54,5,53,43,21,29,6,167,621,1117,8,52,5,3,33,16,27,5,1709,673,860,9,49,5,45,32,22,28,6,146,603,842,8,47,5,3,24,16,27,5,612,442,170,284.57698472,0.44465154,5287.29962921808,1151642.20512901,9823344.0,16056.0,14330450.0,16546.0,11668374.0,16917.0,12715225.0,16095.0,18786961.0,21519.0,22956326.0,24186.0,23,4581.115360581007,LOW_INCOME,LOW_INCOME
146,147,98.03,11001009803,2758,2719,23,2684,5,3,0,4,35,16,10,4,30,20,2667,5,3,0,0,29,14,10,4,2000,22,1943,5,2,0,4,22,11,5,2,21,19,1931,5,2,0,0,20,10,5,2,1416,1201,215,131.21324991,0.20502070000000003,3195.47338916018,531001.1862700239,30971202.0,26640.0,33847590.0,23984.0,33180603.0,25128.5,33226454.0,25227.0,35039724.0,25379.0,37398304.0,26262.5,39,13452.300182371828,LOW_INCOME,LOW_INCOME
147,148,98.04,11001009804,2473,2435,42,2369,5,4,0,15,32,13,4,2,56,14,2361,5,4,0,3,30,12,1,1,1778,28,1706,4,4,0,13,19,7,2,1,39,11,1700,4,4,0,2,18,7,0,1,1071,955,116,128.07435089,0.20011617,3761.5943192991,518298.512527794,32581400.0,27829.0,34316210.0,27427.5,33095951.0,27152.5,34012746.0,27000.0,37891027.0,28276.5,40708270.0,29122.0,39,12357.821959115048,LOW_INCOME,LOW_INCOME
148,149,98.07,11001009807,3072,3022,56,2937,4,13,0,12,48,24,3,0,58,38,2912,3,13,0,1,46,24,3,0,2396,46,2304,4,12,0,11,18,12,1,0,42,36,2283,3,12,0,1,18,12,1,0,1551,1350,201,256.62676966,0.40097933,5057.76063247216,1038531.69710494,49300774.86,31540.43,50089141.0,29196.0,50160528.0,29574.5,51025204.0,29638.0,52225202.0,28837.0,55085531.0,30509.0,39,7661.2427877516775,MID_INCOME,MID_INCOME
149,150,98.1,11001009810,2507,2483,15,2456,3,1,0,8,23,12,8,0,22,15,2439,3,1,0,6,21,12,6,0,1734,13,1692,3,1,0,6,18,11,8,0,17,13,1680,3,1,0,4,16,11,6,0,1171,1103,68,101.91676715,0.15924495,2811.70745561474,412442.52613678604,20731641.0,22114.0,23630871.0,20845.0,22087145.0,21242.0,22667655.0,21012.5,23590181.04,22107.0,25212674.0,21337.0,39,15743.042401030614,LOW_INCOME,LOW_INCOME
150,151,105.0,11001010500,3410,3296,1101,1888,15,231,2,59,63,33,43,10,212,1000,1858,13,228,2,10,49,26,35,4,2946,1074,1501,14,211,2,50,47,28,38,10,190,977,1477,13,208,2,10,35,20,30,4,2347,2000,347,185.97314606,0.29058304,3700.25522199699,752606.625014815,84029289.0,45706.5,112250955.0,52096.0,98303018.0,48448.0,105746983.0,51276.5,106072495.0,52567.0,124766159.0,56785.0,9,11735.027618955324,MID_INCOME,MID_INCOME
151,152,106.0,11001010600,3933,3814,1624,1992,15,126,0,57,70,44,38,3,177,1548,1969,3,123,0,10,63,39,35,2,3397,1503,1622,14,117,0,47,52,37,33,2,141,1442,1603,3,115,0,10,48,33,30,2,1927,1670,257,305.56417488,0.47744403,5269.16251646564,1236574.3509128,121226133.0,46770.0,256230114.0,55071.5,161447062.0,51645.0,209503581.0,53822.0,231914897.58,55353.0,313701867.0,58798.5,25,8237.614783873201,MID_INCOME,MID_INCOME
152,153,107.0,11001010700,1838,1775,1442,89,6,209,0,29,12,7,40,7,137,1344,85,5,207,0,4,10,6,38,7,1821,1433,86,6,207,0,28,10,8,40,7,134,1336,83,5,205,0,4,8,6,39,7,1413,1244,169,220.29398686,0.34420936,3825.4650739829,891498.1408423991,76742725.0,55538.5,121704083.0,63057.0,65155219.0,58724.0,148356514.0,60245.0,131895201.0,71866.0,156457298.0,72231.0,6,5339.773444859256,MID_INCOME,MID_HIGH_INCOME
153,154,108.0,11001010800,6408,6194,5146,279,2,708,3,56,133,32,150,27,268,4946,277,2,706,2,6,129,29,149,27,6381,5132,270,2,706,3,56,131,32,148,27,265,4933,269,2,704,2,6,128,29,148,27,1115,1034,81,163.46463812,0.2554135,3482.46515800708,661517.924546416,23332003.5,39566.0,35939787.0,42735.0,33571416.0,40108.0,44924794.0,39390.0,33640053.0,41873.0,38436301.0,47991.5,5,25088.728669392964,MID_INCOME,MID_INCOME
154,155,109.0,11001010900,3211,3146,58,3055,6,15,0,12,61,22,9,0,47,49,3035,6,15,0,2,56,21,6,0,2356,56,2226,5,15,0,8,43,22,5,0,35,47,2211,5,15,0,1,41,21,4,0,1366,1161,205,1313.08286356,2.05169199,11812.0149969614,5313857.851102,21483928.0,21961.0,25597789.0,20753.5,23779752.0,21350.0,25906312.0,20502.0,27129325.0,20661.0,27893573.0,21980.0,39,1565.0497324405892,LOW_INCOME,LOW_INCOME
